SJ1	46.50	14.00	0.00		SJ_2
SJ11	40.25	65.50	90.00		SJ
SJ12	5.33	65.50	90.00		SJ
SJ13	16.92	65.50	90.00		SJ
SJ14	22.75	65.50	90.00		SJ
SJ2	9.25	21.00	90.00		SJ_2
SJ4	40.25	21.75	90.00		SJ
SJ5	5.33	21.75	90.00		SJ
SJ6	16.92	21.75	90.00		SJ
SJ7	22.75	21.75	90.00		SJ
SJ8	46.50	57.75	0.00		SJ_2
SJ9	9.25	64.75	90.00		SJ_2
